condition,token,weight
xprompt_p1to0,small,-0.03585080454899776
xprompt_p1to0,composting,-0.020964674242764304
xprompt_p1to0,distracted,-0.0008172406771094154
xprompt_p1to0,cause,0.0005848375664101079
xprompt_p1to0,unreachable,0.0005708052099874899
xprompt_p1to0,phones,0.0005600313538827333
xprompt_p1to0,fatalities,-0.0002625332397597369
xprompt_p1to0,firstly,0.00018300120054686025
xprompt_p1to0,intend,-0.0001599792695649492
xprompt_p1to0,comptuer,-0.0009085705465152163
xprompt_p1to0,author,-0.0005304410829958265
xprompt_p1to0,valuble,-0.0004760024456162616
xprompt_p1to0,system,-0.0004383506387783257
xprompt_p1to0,learn,-0.0004065251357878929
xprompt_p1to0,animated,0.00035711028366224604
xprompt_p1to0,understand,-0.0003033484318424383
xprompt_p1to0,need,-6.676638302375386e-05
xprompt_p1to0,show,-2.3735912688807112e-05
xprompt_p1to0,remember,0.08367572330875098
xprompt_p1to0,factor,0.08242569574453305
xprompt_p1to0,activities,0.0793432901120503
xprompt_p1to0,themselves,0.07302679501172292
xprompt_p1to0,simpler,0.026044663285600237
xprompt_p1to0,many,-0.0258298758699561
xprompt_p1to0,problems,0.001842293552426566
xprompt_p1to0,emotions,-0.0008042461958514005
xprompt_p1to0,hard,-0.0005304846722157329
xprompt_p1to0,real,-0.0004962695333213001
xprompt_p1to0,different,-0.0003017902922325359
xprompt_p1to0,think,-0.00022755620366900702
xprompt_p1to0,private,6.301332389385104e-05
xprompt_p1to0,happy,-3.271313267826997e-05
xprompt_p1to0,tool,0.09381987310395111
xprompt_p1to0,struggle,0.08162584169361492
xprompt_p1to0,encourages,0.08079193945912923
xprompt_p1to0,within,0.07957260683340152
xprompt_p1to0,way,0.07930103519193911
xprompt_p1to0,resentment,0.0776948678760424
xprompt_p1to0,chain,0.0727017248088241
xprompt_p1to0,behaviour,0.06902325787409005
xprompt_p1to0,them,0.055478354876433024
xprompt_p1to0,mimic,-0.017551065033529836
xprompt_p1to0,family,0.0643810388179999
xprompt_p1to0,lifestyle,0.06136064441068224
xprompt_p1to0,control,0.060905418023836894
xprompt_p1to0,worry,0.05977409899961231
xprompt_p1to0,enjoy,0.055578737599275514
xprompt_p1to0,allows,0.0551407144025198
xprompt_p1to0,situation,0.05164280109735631
xprompt_p1to0,positive,-0.003701616176836316
xprompt_p1to0,carefree,-0.00041189604865627327
xprompt_p1to0,aliens,-0.00028479774716718656
xprompt_p1to0,nature,-0.00026008940098294186
xprompt_p1to0,human,-0.00025522498357181966
xprompt_p1to0,photo,-0.00024486976238189214
xprompt_p1to0,becuase,-0.00023024638264134388
xprompt_p1to0,american,-0.00021540898296681335
xprompt_p1to0,newest,-1.1356467686392852e-06
xprompt_p1to0,transport,0.09538143999878833
xprompt_p1to0,sharing,0.08881005552119836
xprompt_p1to0,years,0.0859397264085754
xprompt_p1to0,increase,0.08089428417449325
xprompt_p1to0,increasing,0.06970301190413354
xprompt_p1to0,prevalent,0.068967308443236
xprompt_p1to0,two,0.029362695178823565
xprompt_p1to0,shared,-0.015208673463686366
xprompt_p1to0,see,0.00438467776834922
xprompt_p1to0,centers,0.10507555783662356
xprompt_p1to0,gasoline,0.10120005558046716
xprompt_p1to0,fuels,0.09264857968498937
xprompt_p1to0,alike,0.09023466006271186
xprompt_p1to0,via,0.08225770772980422
xprompt_p1to0,about,0.008988794806027623
xprompt_p1to0,single,-0.00898233671825968
